,NASDAQ,USD-GBP,USD-JPY,USD-CAD,Bitcoin
2019-04-25,0.9337320332034775,1.003531740749781,1.020006016623951,1.0189392896674252,1.3107509956081733
2019-04-26,0.938116712692814,1.003531740749781,1.020006016623951,1.0189392896674252,1.3107509956081733
2019-04-29,0.9547158906091754,1.0007104169016343,1.021268008631189,1.0171777564159374,1.2932656999486885
2019-04-30,0.9625457095468637,0.992466597326097,1.018689115964032,1.012127745378021,1.2808250703338198
2019-05-01,0.9637985092505471,0.991457168922082,1.0192104342014316,1.015983273569564,1.256958343119962
2019-05-02,0.9631721492232239,0.9929713886661454,1.0196036555057655,1.0182740058005224,1.1996469008786104
2019-05-03,0.9617105893934451,0.9929713886661454,1.0196036555057655,1.0182740058005224,1.1996469008786104
2019-05-06,0.9680788485013545,0.987962969942633,1.0132936954695766,1.0167393107355687,1.1870505922070123
2019-05-07,0.9489740711776262,0.9902665432598498,1.0082823564656032,1.018258865230265,1.1567006277943097
2019-05-08,0.9499136112186111,0.9945890505231375,1.006188153010868,1.018508324149743,1.1207191295862666
2019-05-09,0.9516884307110886,0.9947702477813547,1.0041671378365171,1.0179791251702723,1.084821412086632
2019-05-10,0.96578208886912,0.9947702477813547,1.0041671378365171,1.0179791251702723,1.084821412086632
2019-05-13,0.9489740711776262,0.9983421247680514,0.9981955602215524,1.0187880642097358,0.8655930768621367
2019-05-14,0.9517927709496177,1.0027163916568238,1.0029234254569828,1.017578440793105,0.843360073462237
2019-05-15,0.9475125113478474,1.0073236154292984,1.0011310451680653,1.016187400900712,0.8776142994451306
2019-05-16,0.9492872511912879,1.011244927741548,1.004752434770878,1.0177296662507942,0.9422670262607422
2019-05-17,0.942710231957283,1.011244927741548,1.004752434770878,1.0177296662507942,0.9422670262607422
2019-05-20,0.9422926320560552,1.0166933418507018,1.0065722345013504,1.0150988119236977,0.8689720978373078
2019-05-21,0.9529411507657349,1.0166933418507018,1.0065722345013504,1.0150988119236977,0.9010223474200474
2019-05-22,0.9433365919846062,1.0219087990761533,1.0079531138582307,1.0158018570938019,0.8779554641567733
2019-05-23,0.9397870326486882,1.02186999864155,1.0018900683351781,1.0186066477339737,0.8663563674507586
2019-05-24,0.9398914525362545,1.02186999864155,1.0018900683351781,1.0186066477339737,0.8663563674507586
2019-05-27,0.9398914525362545,1.0204464160956157,1.0014420081477344,1.015915231125848,0.7935713231824016
2019-05-28,0.9392650925089313,1.022271193592588,0.9999513812550634,1.0196574754077867,0.7991134875321744
2019-05-29,0.9431277522094738,1.0247171637334185,1.0017437615439808,1.0215096718359344,0.8317726577203753
2019-05-30,0.9463641315317302,1.026321866399529,1.0000519889770025,1.0224848867809024,0.8070339868116789
2019-05-31,0.9462597116441639,1.026321866399529,1.0000519889770025,1.0224848867809024,0.8070339868116789
2019-06-03,0.9469904915590533,1.0219087990761533,0.9878893386754913,1.0161798306155834,0.8977838001086136
2019-06-04,0.968392028515016,1.0188028358568608,0.9899651927329518,1.012316732138912,0.8844207771175211
2019-06-05,1.0040959837551058,1.0199417018936083,0.9906419575754003,1.0145544723739697,0.8846706087732429
2019-06-06,1.0010684442079818,1.019152271182414,0.9917942020468472,1.0095648433721987,0.860262629987638
2019-06-07,1.0038872236290104,1.019152271182414,0.9917942020468472,1.0095648433721987,0.860262629987638
2019-06-10,1.0092114431593318,1.019734586253628,0.9909254313439433,1.0028515325445833,0.872876258709532
2019-06-11,0.994491424973977,1.0170686184199769,0.991977068093451,1.0039855432323697,0.8495008368758703
2019-06-12,0.9964749249435129,1.0195534661334518,0.9921050952569451,1.0079772464337864,0.8407208301004314
2019-06-13,0.9963705847049836,1.020627613353833,0.9905779091088676,1.0075463710385462,0.7959566062718451
2019-06-14,0.9991892844769752,1.020627613353833,0.9905779091088676,1.0075463710385462,0.7959566062718451
2019-06-17,0.9935518052839551,1.0318997181414153,0.9925715048416635,1.0137984352079648,0.7619569950980979
2019-06-18,1.0012772839831143,1.029841983760741,0.9928823980517614,1.0110768275817663,0.7462010359720824
2019-06-19,1.0075411232034575,1.0225170325291304,0.9886940609118624,1.0031917447631633,0.7263353914235291
2019-06-20,1.0203819816578055,1.0183886817149415,0.9810307107299194,0.9966447999634948,0.6821302930558033
2019-06-21,1.0261238807383917,1.0183886817149415,0.9810307107299194,0.9966447999634948,0.6821302930558033
2019-06-24,1.011299442665471,1.0158521515140226,0.9814879805007861,0.9964860042206768,0.5868846176335122
2019-06-25,1.023096341191268,1.0197734638262723,0.9800156332358182,0.9962894471746574,0.5316374333633288
2019-06-26,0.9877055659648397,1.019152271182414,0.9852464673113732,0.9919500515919739,0.6187992774039063
2019-06-27,1.0039915638675396,1.020834651855772,0.9853287954056092,0.9899314891358795,0.5577275716849401
2019-06-28,1.0039915638675396,1.020834651855772,0.9853287954056092,0.9899314891358795,0.5577275716849401
2019-07-01,1.0142225623250285,1.0234876604985421,0.9909894100409047,0.9927816113643814,0.6406329630163153
2019-07-02,1.0404263786715555,1.0272536939343373,0.9858591836872889,0.9900600037381828,0.5785267367350527
2019-07-03,1.0588002964313574,1.0285219976038174,0.9856214089880039,0.9871191282105789,0.6169986970589
2019-07-04,1.0588002964313574,1.0284960792220543,0.9858866031288438,0.9864614146288048,0.6303174632935676
2019-07-05,1.054937636730815,1.0284960792220543,0.9858866031288438,0.9864614146288048,0.6303174632935676
2019-07-08,1.0527452173371097,1.0339704117129709,0.9942358579670868,0.9905211602739376,0.5503433394278242
2019-07-09,1.0607838760499304,1.0387717147965032,0.996092286722537,0.9922524123849106,0.5692346807982495
2019-07-10,1.075503894235285,1.0346563231731958,0.9906967964585099,0.9883211813420811,0.6092186210941491
2019-07-11,1.0858393125803403,1.0333880195037157,0.9930195650291072,0.9879054465170984,0.585639739018494
2019-07-12,1.0886580123523317,1.0333880195037157,0.9930195650291072,0.9879054465170984,0.585639739018494
2019-07-15,1.0880316523250084,1.0338409740802386,0.9866273466682535,0.9863933721850888,0.7301302446527521
2019-07-16,1.0783226736563136,1.042667185865031,0.9894805035205303,0.9893418179978214,0.7138490952807001
2019-07-17,1.0715368146471762,1.0407647303608112,0.9870662670418455,0.9868091971325136,0.648752793921173
2019-07-18,1.0767566939389686,1.0318738768976934,0.982164675573663,0.9854937699689653,0.6571162132078086
2019-07-19,1.0620366757536137,1.0318738768976934,0.982164675573663,0.9854937699689653,0.6571162132078086
2019-07-22,1.0625586158933709,1.0374128510669351,0.9867645136455993,0.9923280251137553,0.6989269656690756
2019-07-23,1.052954057112242,1.0404023358443766,0.9897640470586447,0.9933183806289808,0.7052552286969589
2019-07-24,1.0253931008235022,1.0364939827230084,0.9893708257543108,0.9935981206889736,0.6981457508423569
2019-07-25,1.019024841715593,1.0391988281293039,0.993732889126962,0.9947471818245751,0.7010839161187169
2019-07-26,1.023722701218591,1.0391988281293039,0.993732889126962,0.9947471818245751,0.7010839161187169
2019-07-29,1.0092114431593318,1.059271226319916,0.995561828671286,0.9951630067719999,0.7202672815929685
2019-07-30,1.0105686627505814,1.0641373253578554,0.9927817903298222,0.9939609536404976,0.6861161703281154
2019-07-31,1.0060795633736785,1.06482323681808,0.9951411879253972,0.9973932668443709,0.6653972615575717
2019-08-01,1.0194424416168206,1.0674115266444837,0.9824390095283545,0.9989732934976546,0.6579001972286154
2019-08-02,1.0225743214024738,1.0674115266444837,0.9824390095283545,0.9989732934976546,0.6579001972286154
2019-08-05,0.9850956263189437,1.0644349239198827,0.965630822085649,0.9989883439454699,0.6028758575590415
2019-08-06,1.000650844306754,1.0634254955158677,0.9724345413785398,1.0039931135174982,0.5794616166591643
2019-08-07,1.0034696237277825,1.065742028023966,0.9704592950430184,1.0063518881921727,0.5782783148508667
2019-08-08,1.0258107007247301,1.0657032275893625,0.9682005051693827,1.0000392617417249,0.5833222760097151
2019-08-09,1.0287338203842877,1.0657032275893625,0.9682005051693827,1.0000392617417249,0.5833222760097151
2019-08-12,1.008271903118347,1.071436358207703,0.963481779747804,1.0006591238978555,0.6350970419404864
2019-08-13,1.0223655612763785,1.072730503120905,0.9747481701352853,0.9988296383250939,0.6884315690285743
